우울감,때때로 나는 우울증 없이 살고 싶다.
우울감,"당신이 바보라면, 당신은 우울하다."
우울감,우울증은 끝났고 지금은 막을 수 없다.
우울감,"사람들은 모른다, 나는 정말로 우울하다."
우울감,나는 정말로 우울하다고 느낀다.
우울감,왜 그렇게 우울한지 모르겠다.
우울감,오늘날 진정한 우울증 때문에 아무것도 손에 들지 않습니다.
우울감,잠을 자고 깨어나는 것은 우울하다.
우울감,"어쩌면 그것은 나의 눈물 때문에, 그리고 그것은 나의 우울증 때문에."
우울감,솔직히 말하자면 지금은 우울하다.
우울감,당신의 마음은 복잡하고 복잡합니다.
우울감,어렵고 피곤한 이유가 없었다.
우울감,집중하지 않고 어리석은
우울감,"내가 말했을 때, 내 마음은 텅 비어 있었다."
우울감,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
우울감,"혼자있을 때, 불행을 제거하십시오."
우울감,그것은 눈물의 날과 같았다.
우울감,왜 그런지 모르겠지만 힘들다.
우울감,하루 종일 기분이 좋지 않았다.
우울감,아무도 아무 말도 하지 않았지만 나는 바보였다.
우울감,나는 휴대폰을 보면서 시간을 보냈다.
우울감,나는 앉아서 지붕을 바라보는 시간을 보냈다.
우울감,나는 하루 종일 방에서 조용했다.
우울감,나는 하루 종일 창문 밖을 바라보았다.
우울감,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
우울감,거울 속에서 이상하게 느껴졌다.
우울감,나는 내 친구에게 대답할 수 없었다.
우울감,나는 집안일을 하지 않았고 시간을 보냈다.
우울감,나는 심지어 샤워를 하지 않았다.
우울감,나는 바보였고 그냥 바보였다.
불안,"당신이 어리석은 경우에, 불안을 얻으십시오."
불안,"사람들은 모른다, 나는 정말 걱정."
불안,"오늘날, 불안 때문에 손에 아무것도 잡혀 있지 않습니다."
불안,"나는 말하지 않았다, 그러나 나는 여전히 걱정했다."
불안,나는 정말로 나를 먹는 것에 대해 걱정한다.
불안,나는 하루 종일 불안하고 우울했다.
불안,"이 불안이 계속된다면, 그것은 떨어질 것입니다."
불안,그는 괜찮다고 말하고 계속 걱정한다.
불안,"걱정은 끝났고, 지금은 불가능한 것처럼 보입니다."
불안,불안 때문에 웃는 것이 이상했습니다.
불안,당신의 마음은 복잡하고 복잡합니다.
불안,아무도 아무 말도 하지 않았지만 나는 바보였다.
불안,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
불안,"혼자있을 때, 불행을 제거하십시오."
불안,"내가 말했을 때, 내 마음은 텅 비어 있었다."
불안,어렵고 피곤한 이유가 없었다.
불안,하루 종일 기분이 좋지 않았다.
불안,집중하지 않고 어리석은
불안,왜 그런지 모르겠지만 힘들다.
불안,그것은 눈물의 날과 같았다.
불안,나는 하루 종일 창문 밖을 바라보았다.
불안,거울 속에서 이상하게 느껴졌다.
불안,나는 내 친구에게 대답할 수 없었다.
불안,나는 집안일을 하지 않았고 시간을 보냈다.
불안,나는 심지어 샤워를 하지 않았다.
불안,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
불안,나는 휴대폰을 보면서 시간을 보냈다.
불안,나는 바보였고 그냥 바보였다.
불안,나는 하루 종일 방에서 조용했다.
불안,나는 앉아서 지붕을 바라보는 시간을 보냈다.
스트레스,스트레스는 내 인생 전체를 극복한다.
스트레스,잠을 자고 일어나는 것은 스트레스가 많다.
스트레스,이 스트레스가 계속되면 그것은 떨어질 것입니다.
스트레스,스트레스는 끝났고 지금은 견딜 수 없는 것처럼 보입니다.
스트레스,"솔직히 말하자면, 지금은 스트레스로 인해 힘들다."
스트레스,계속 스트레스를 느낀다.
스트레스,나는 내가 일할 수 없다는 것을 너무 강조한다.
스트레스,나는 너무 긴장되어 병원에 가야 한다고 생각한다.
스트레스,나는 너무 스트레스를 받아서 사람들을 만나는 것을 좋아하지 않는다.
스트레스,때때로 나는 스트레스없이 살고 싶다고 생각한다.
스트레스,그것은 눈물의 날과 같았다.
스트레스,당신의 마음은 복잡하고 복잡합니다.
스트레스,왜 그런지 모르겠지만 힘들다.
스트레스,하루 종일 기분이 좋지 않았다.
스트레스,아무도 아무 말도 하지 않았지만 나는 바보였다.
스트레스,어렵고 피곤한 이유가 없었다.
스트레스,집중하지 않고 어리석은
스트레스,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
스트레스,"혼자있을 때, 불행을 제거하십시오."
스트레스,"내가 말했을 때, 내 마음은 텅 비어 있었다."
스트레스,나는 내 친구에게 대답할 수 없었다.
스트레스,나는 휴대폰을 보면서 시간을 보냈다.
스트레스,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
스트레스,나는 집안일을 하지 않았고 시간을 보냈다.
스트레스,나는 심지어 샤워를 하지 않았다.
스트레스,나는 바보였고 그냥 바보였다.
스트레스,거울 속에서 이상하게 느껴졌다.
스트레스,나는 앉아서 지붕을 바라보는 시간을 보냈다.
스트레스,나는 하루 종일 창문 밖을 바라보았다.
스트레스,나는 하루 종일 방에서 조용했다.
외로움,그녀는 여전히 외로움을 느낀다.
외로움,정말로 외로움이 나를 먹는 것처럼 느껴집니다.
외로움,나는 외로움으로 고통 받고 아무 말도 하지 않는다.
외로움,때때로 나는 외로움 없이 살고 싶다.
외로움,나는 하루 종일 외로움에 대해 생각했다.
외로움,외로움은 내 인생 전체를 덮고 있다.
외로움,왜 그렇게 혼자 있는지 모르겠다.
외로움,외로움을 위해 먹지 않고 잠을 자지 않는다.
외로움,나는 너무 외로워서 병원에 가야 한다.
외로움,잠을 자고 깨어나는 것은 외로움이다.
외로움,그것은 눈물의 날과 같았다.
외로움,아무도 아무 말도 하지 않았지만 나는 바보였다.
외로움,어렵고 피곤한 이유가 없었다.
외로움,하루 종일 기분이 좋지 않았다.
외로움,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
외로움,당신의 마음은 복잡하고 복잡합니다.
외로움,"혼자있을 때, 불행을 제거하십시오."
외로움,집중하지 않고 어리석은
외로움,왜 그런지 모르겠지만 힘들다.
외로움,"내가 말했을 때, 내 마음은 텅 비어 있었다."
외로움,거울 속에서 이상하게 느껴졌다.
외로움,나는 심지어 샤워를 하지 않았다.
외로움,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
외로움,나는 하루 종일 방에서 조용했다.
외로움,나는 앉아서 지붕을 바라보는 시간을 보냈다.
외로움,나는 내 친구에게 대답할 수 없었다.
외로움,나는 휴대폰을 보면서 시간을 보냈다.
외로움,나는 바보였고 그냥 바보였다.
외로움,나는 집안일을 하지 않았고 시간을 보냈다.
외로움,나는 하루 종일 창문 밖을 바라보았다.
무기력,나는 힘을 극복하고 싶지만 쉽지 않다.
무기력,나는 하루 종일 무력하고 우울하다고 느꼈다.
무기력,나는 힘의 감각을 표현하는 방법을 모른다.
무기력,나는 너무 무력해서 사람들을 만나는 것을 좋아하지 않는다.
무기력,나는 하루 종일 무력에 대해 생각했다.
무기력,"그는 괜찮다고 말하지만, 그는 여전히 무력하다."
무기력,"왜 그렇게 무력한지, 나는 모른다."
무기력,"이 힘이 계속된다면, 그것은 붕괴 될 것이다."
무기력,나는 이 나라가 무력하다고 생각한다.
무기력,나는 너무 힘들고 나는 병원에 가고 있다고 생각한다.
무기력,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
무기력,하루 종일 기분이 좋지 않았다.
무기력,"내가 말했을 때, 내 마음은 텅 비어 있었다."
무기력,당신의 마음은 복잡하고 복잡합니다.
무기력,집중하지 않고 어리석은
무기력,그것은 눈물의 날과 같았다.
무기력,"혼자있을 때, 불행을 제거하십시오."
무기력,어렵고 피곤한 이유가 없었다.
무기력,왜 그런지 모르겠지만 힘들다.
무기력,아무도 아무 말도 하지 않았지만 나는 바보였다.
무기력,거울 속에서 이상하게 느껴졌다.
무기력,나는 하루 종일 방에서 조용했다.
무기력,나는 하루 종일 창문 밖을 바라보았다.
무기력,나는 집안일을 하지 않았고 시간을 보냈다.
무기력,나는 바보였고 그냥 바보였다.
무기력,나는 휴대폰을 보면서 시간을 보냈다.
무기력,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
무기력,나는 내 친구에게 대답할 수 없었다.
무기력,나는 심지어 샤워를 하지 않았다.
무기력,나는 앉아서 지붕을 바라보는 시간을 보냈다.
분노,오늘날 진정한 분노로 인해 아무것도 손에 잡혀 있지 않습니다.
분노,분노가 나를 먹는 것처럼 느껴졌다.
분노,나는 화가 나서 아무 말도 하지 않는다.
분노,그는 계속 화가 났다.
분노,"나는 울고있다, 어쩌면 분노 때문에."
분노,나는 왜 그렇게 화가 났는지 모르겠다.
분노,이렇게 오랫동안 분노를 느끼는 것은 처음이었습니다.
분노,"솔직히 말하자면, 나는 분노 때문에 지금 힘들다."
분노,그는 괜찮다고 말하지만 계속 화가 났다.
분노,분노 때문에 음식을 먹지 않고 잠을 자지 않는다.
분노,어렵고 피곤한 이유가 없었다.
분노,하루 종일 기분이 좋지 않았다.
분노,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
분노,"내가 말했을 때, 내 마음은 텅 비어 있었다."
분노,왜 그런지 모르겠지만 힘들다.
분노,당신의 마음은 복잡하고 복잡합니다.
분노,아무도 아무 말도 하지 않았지만 나는 바보였다.
분노,집중하지 않고 어리석은
분노,그것은 눈물의 날과 같았다.
분노,"혼자있을 때, 불행을 제거하십시오."
분노,나는 집안일을 하지 않았고 시간을 보냈다.
분노,나는 휴대폰을 보면서 시간을 보냈다.
분노,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
분노,나는 하루 종일 창문 밖을 바라보았다.
분노,나는 앉아서 지붕을 바라보는 시간을 보냈다.
분노,나는 심지어 샤워를 하지 않았다.
분노,거울 속에서 이상하게 느껴졌다.
분노,나는 바보였고 그냥 바보였다.
분노,나는 내 친구에게 대답할 수 없었다.
분노,나는 하루 종일 방에서 조용했다.
짜증,그것은 정말 나를 짜증나게 느낀다.
짜증,자극 때문에 먹지 않고 잠을 자지 않는다.
짜증,나는 불안을 표현하는 방법을 모른다.
짜증,흥분 때문에 웃는 것이 이상했습니다.
짜증,"무슨 일이 일어날지라도, 자극은 사라지지 않습니다."
짜증,나는 하루 종일 불안하고 우울했다.
짜증,"그것은 잘 보이지만, 그것은 완전히 짜증나는."
짜증,"왜 그렇게 짜증나는지, 나는 모른다."
짜증,"나는 그것이 불안하다고 생각하고, 지금은 무력하다."
짜증,그는 괜찮다고 말하지만 여전히 짜증나고 있습니다.
짜증,어렵고 피곤한 이유가 없었다.
짜증,그것은 눈물의 날과 같았다.
짜증,"내가 말했을 때, 내 마음은 텅 비어 있었다."
짜증,집중하지 않고 어리석은
짜증,아무도 아무 말도 하지 않았지만 나는 바보였다.
짜증,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
짜증,하루 종일 기분이 좋지 않았다.
짜증,왜 그런지 모르겠지만 힘들다.
짜증,"혼자있을 때, 불행을 제거하십시오."
짜증,당신의 마음은 복잡하고 복잡합니다.
짜증,나는 앉아서 지붕을 바라보는 시간을 보냈다.
짜증,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
짜증,거울 속에서 이상하게 느껴졌다.
짜증,나는 집안일을 하지 않았고 시간을 보냈다.
짜증,나는 하루 종일 방에서 조용했다.
짜증,나는 휴대폰을 보면서 시간을 보냈다.
짜증,나는 내 친구에게 대답할 수 없었다.
짜증,나는 바보였고 그냥 바보였다.
짜증,나는 심지어 샤워를 하지 않았다.
짜증,나는 하루 종일 창문 밖을 바라보았다.
질투,그는 괜찮다고 말하지만 여전히 질투합니다.
질투,"사람들은 모른다, 나는 질투한다."
질투,"나는 울고있다, 어쩌면 질투 때문에."
질투,질투에 대한 음식도 없고 잠도 없다.
질투,나는 질투를 표현하는 방법을 모른다.
질투,무슨 일이 일어나든 질투는 사라지지 않는다.
질투,나는 진짜 질투가 나를 먹는 것처럼 느낀다.
질투,나는 너무 질투해서 그렇게 할 수 없다.
질투,이 질투가 계속되면 그것은 떨어질 것입니다.
질투,그것은 좋은 것처럼 보이지만 완전히 질투합니다.
질투,하루 종일 기분이 좋지 않았다.
질투,아무도 아무 말도 하지 않았지만 나는 바보였다.
질투,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
질투,집중하지 않고 어리석은
질투,"내가 말했을 때, 내 마음은 텅 비어 있었다."
질투,그것은 눈물의 날과 같았다.
질투,왜 그런지 모르겠지만 힘들다.
질투,"혼자있을 때, 불행을 제거하십시오."
질투,당신의 마음은 복잡하고 복잡합니다.
질투,어렵고 피곤한 이유가 없었다.
질투,나는 하루 종일 방에서 조용했다.
질투,나는 하루 종일 창문 밖을 바라보았다.
질투,나는 심지어 샤워를 하지 않았다.
질투,나는 휴대폰을 보면서 시간을 보냈다.
질투,나는 앉아서 지붕을 바라보는 시간을 보냈다.
질투,나는 내 친구에게 대답할 수 없었다.
질투,나는 집안일을 하지 않았고 시간을 보냈다.
질투,나는 바보였고 그냥 바보였다.
질투,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
질투,거울 속에서 이상하게 느껴졌다.
억울함,고통 때문에 음식을 먹지 않고 잠을 자지 않습니다.
억울함,나는 오랫동안 그렇게 슬프게 느꼈던 처음이었다.
억울함,이 상황이 지금 슬프게 되기를 바란다.
억울함,"나는 울고있다, 어쩌면 고통 때문에."
억울함,"그는 괜찮다고 말하지만, 그는 여전히 슬프다."
억울함,슬픈 날이었고 특별한 일이 없었다.
억울함,"나는 너무 슬프다, 나는 사람들을 만나고 싶지 않다."
억울함,당신이 바보라면 슬픔을 밀어 넣으십시오.
억울함,"이 고통이 계속된다면, 그것은 떨어질 것이다."
억울함,"무슨 일이 일어나든, 고통은 사라지지 않습니다."
억울함,집중하지 않고 어리석은
억울함,당신의 마음은 복잡하고 복잡합니다.
억울함,하루 종일 기분이 좋지 않았다.
억울함,"혼자있을 때, 불행을 제거하십시오."
억울함,아무도 아무 말도 하지 않았지만 나는 바보였다.
억울함,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
억울함,"내가 말했을 때, 내 마음은 텅 비어 있었다."
억울함,그것은 눈물의 날과 같았다.
억울함,어렵고 피곤한 이유가 없었다.
억울함,왜 그런지 모르겠지만 힘들다.
억울함,나는 바보였고 그냥 바보였다.
억울함,나는 심지어 샤워를 하지 않았다.
억울함,나는 하루 종일 창문 밖을 바라보았다.
억울함,나는 휴대폰을 보면서 시간을 보냈다.
억울함,거울 속에서 이상하게 느껴졌다.
억울함,나는 집안일을 하지 않았고 시간을 보냈다.
억울함,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
억울함,나는 내 친구에게 대답할 수 없었다.
억울함,나는 하루 종일 방에서 조용했다.
억울함,나는 앉아서 지붕을 바라보는 시간을 보냈다.
좌절,왜 그렇게 실망했는지 모르겠다.
좌절,"이 실망이 계속된다면, 그것은 떨어질 것이다."
좌절,지금은 실망하고 실망하다고 생각합니다.
좌절,잠을 자고 깨어나는 것은 실망스럽다.
좌절,"나는 울고있다, 어쩌면 실망 때문에."
좌절,나는 때때로 실망없이 살고 싶다.
좌절,나는 하루 종일 혼란스럽고 우울했다.
좌절,그것은 좋은 것처럼 보이지만 완전히 실망스럽게 보입니다.
좌절,나는 실망하고 아무 말도 하지 않는다.
좌절,그는 여전히 좌절감을 느낀다.
좌절,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
좌절,그것은 눈물의 날과 같았다.
좌절,집중하지 않고 어리석은
좌절,당신의 마음은 복잡하고 복잡합니다.
좌절,"혼자있을 때, 불행을 제거하십시오."
좌절,어렵고 피곤한 이유가 없었다.
좌절,아무도 아무 말도 하지 않았지만 나는 바보였다.
좌절,하루 종일 기분이 좋지 않았다.
좌절,왜 그런지 모르겠지만 힘들다.
좌절,"내가 말했을 때, 내 마음은 텅 비어 있었다."
좌절,나는 앉아서 지붕을 바라보는 시간을 보냈다.
좌절,나는 휴대폰을 보면서 시간을 보냈다.
좌절,나는 하루 종일 창문 밖을 바라보았다.
좌절,나는 심지어 샤워를 하지 않았다.
좌절,나는 내 친구에게 대답할 수 없었다.
좌절,거울 속에서 이상하게 느껴졌다.
좌절,나는 하루 종일 방에서 조용했다.
좌절,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
좌절,나는 집안일을 하지 않았고 시간을 보냈다.
좌절,나는 바보였고 그냥 바보였다.
실망,"나는 왜 그렇게 실망했는지, 나는 모른다."
실망,"당신이 바보라면, 당신은 실망합니다."
실망,나는 하루 종일 실망하고 우울했다.
실망,무슨 일이 일어나든 실망은 사라지지 않는다.
실망,"나는 말하지 않았다, 그러나 나는 여전히 실망했다."
실망,"그것은 실망의 날이었고, 특별한 것은 없었다."
실망,그는 괜찮다고 말하고 계속 실망한다.
실망,나는 때때로 실망없이 살고 싶다.
실망,처음으로 그런 실망감을 느꼈다.
실망,나는 너무 실망해서 아무것도 할 수 없다.
실망,"혼자있을 때, 불행을 제거하십시오."
실망,당신의 마음은 복잡하고 복잡합니다.
실망,그것은 눈물의 날과 같았다.
실망,왜 그런지 모르겠지만 힘들다.
실망,아무도 아무 말도 하지 않았지만 나는 바보였다.
실망,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
실망,어렵고 피곤한 이유가 없었다.
실망,하루 종일 기분이 좋지 않았다.
실망,"내가 말했을 때, 내 마음은 텅 비어 있었다."
실망,집중하지 않고 어리석은
실망,나는 하루 종일 창문 밖을 바라보았다.
실망,나는 집안일을 하지 않았고 시간을 보냈다.
실망,나는 바보였고 그냥 바보였다.
실망,나는 하루 종일 방에서 조용했다.
실망,나는 휴대폰을 보면서 시간을 보냈다.
실망,나는 심지어 샤워를 하지 않았다.
실망,거울 속에서 이상하게 느껴졌다.
실망,나는 내 친구에게 대답할 수 없었다.
실망,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
실망,나는 앉아서 지붕을 바라보는 시간을 보냈다.
혐오,"사람들은 모른다, 나는 정말로 그것을 싫어한다."
혐오,나는 싫어하고 아무 말도 하지 않는다.
혐오,증오는 너무 힘들어서 할 수가 없어요.
혐오,미움 때문에 웃는 것은 이상한 일이었다.
혐오,나는 사람들을 만나는 것을 너무 싫어한다.
혐오,"무슨 일이 일어나든, 증오는 사라지지 않는다."
혐오,"솔직히 말하자면, 나는 지금 증오 때문에 힘들다."
혐오,증오는 내 인생 전체를 좁히고 있다.
혐오,그는 괜찮다고 말하지만 계속해서 싫어한다.
혐오,증오 때문에 음식이나 잠이 없습니다.
혐오,하루 종일 기분이 좋지 않았다.
혐오,왜 그런지 모르겠지만 힘들다.
혐오,아무도 아무 말도 하지 않았지만 나는 바보였다.
혐오,"혼자있을 때, 불행을 제거하십시오."
혐오,어렵고 피곤한 이유가 없었다.
혐오,"내가 말했을 때, 내 마음은 텅 비어 있었다."
혐오,당신의 마음은 복잡하고 복잡합니다.
혐오,그것은 눈물의 날과 같았다.
혐오,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
혐오,집중하지 않고 어리석은
혐오,나는 앉아서 지붕을 바라보는 시간을 보냈다.
혐오,나는 내 친구에게 대답할 수 없었다.
혐오,나는 휴대폰을 보면서 시간을 보냈다.
혐오,나는 심지어 샤워를 하지 않았다.
혐오,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
혐오,나는 바보였고 그냥 바보였다.
혐오,거울 속에서 이상하게 느껴졌다.
혐오,나는 하루 종일 방에서 조용했다.
혐오,나는 집안일을 하지 않았고 시간을 보냈다.
혐오,나는 하루 종일 창문 밖을 바라보았다.
수치심,부끄러움 때문에 먹지 않고 잠들지 않는다.
수치심,"오늘날, 진정한 부끄러움 때문에 아무것도 손에 잡혀 있지 않습니다."
수치심,이 부끄러움이 계속되면 그것은 떨어질 것입니다.
수치심,나는 너무 부끄러워서 사람들을 만나는 것을 좋아하지 않는다.
수치심,나는 병원에 가는 것에 너무 화가 났다.
수치심,그것은 부끄러움 때문에 웃는 것이 이상했습니다.
수치심,오랫동안 그런 부끄러움을 느끼는 것은 처음이었습니다.
수치심,"그것은 부끄럽고 부끄러운, 그리고 그것은 지금 만지지 않습니다."
수치심,부끄러움이 내 인생 전체를 좁히고 있다.
수치심,"나는 부끄러움을 극복하고 싶지만, 그것은 쉽지 않다."
수치심,집중하지 않고 어리석은
수치심,그것은 눈물의 날과 같았다.
수치심,하루 종일 기분이 좋지 않았다.
수치심,어렵고 피곤한 이유가 없었다.
수치심,왜 그런지 모르겠지만 힘들다.
수치심,"혼자있을 때, 불행을 제거하십시오."
수치심,"내가 말했을 때, 내 마음은 텅 비어 있었다."
수치심,당신의 마음은 복잡하고 복잡합니다.
수치심,아무도 아무 말도 하지 않았지만 나는 바보였다.
수치심,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
수치심,나는 심지어 샤워를 하지 않았다.
수치심,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
수치심,나는 앉아서 지붕을 바라보는 시간을 보냈다.
수치심,나는 집안일을 하지 않았고 시간을 보냈다.
수치심,나는 내 친구에게 대답할 수 없었다.
수치심,나는 바보였고 그냥 바보였다.
수치심,나는 하루 종일 방에서 조용했다.
수치심,나는 휴대폰을 보면서 시간을 보냈다.
수치심,거울 속에서 이상하게 느껴졌다.
수치심,나는 하루 종일 창문 밖을 바라보았다.
자기혐오,"무슨 일이 일어나든, 당신의 증오는 사라지지 않습니다."
자기혐오,나는 나 자신을 너무 싫어해서 그렇게 할 수 없다.
자기혐오,"사람들은 모른다, 나는 정말로 나 자신을 싫어한다."
자기혐오,나는 하루 종일 싫어했다.
자기혐오,오늘날 진정한 증오로 인해 아무것도 손에 들지 않는다.
자기혐오,"당신은 당신의 증오 때문에 먹지 않고, 당신은 잠들지 않습니다."
자기혐오,미움 때문에 웃는 것은 이상한 일이었다.
자기혐오,"그것은 좋은 것처럼 보이지만, 그것은 완전히 자기 증오입니다."
자기혐오,그것은 단지 혐오스러운 날이었고 특별한 것이 없었습니다.
자기혐오,"이 증오가 계속된다면, 그것은 떨어질 것이다."
자기혐오,왜 그런지 모르겠지만 힘들다.
자기혐오,"그것은 일어나지 않지만, 나는 여전히 죽고있다."
자기혐오,집중하지 않고 어리석은
자기혐오,그것은 눈물의 날과 같았다.
자기혐오,당신의 마음은 복잡하고 복잡합니다.
자기혐오,어렵고 피곤한 이유가 없었다.
자기혐오,"혼자있을 때, 불행을 제거하십시오."
자기혐오,하루 종일 기분이 좋지 않았다.
자기혐오,아무도 아무 말도 하지 않았지만 나는 바보였다.
자기혐오,"내가 말했을 때, 내 마음은 텅 비어 있었다."
자기혐오,나는 하루 종일 창문 밖을 바라보았다.
자기혐오,나는 심지어 샤워를 하지 않았다.
자기혐오,나는 집안일을 하지 않았고 시간을 보냈다.
자기혐오,거울 속에서 이상하게 느껴졌다.
자기혐오,나는 내 친구에게 대답할 수 없었다.
자기혐오,오늘은 아무것도 하지 않고 침대에 누워있었습니다.
자기혐오,나는 휴대폰을 보면서 시간을 보냈다.
자기혐오,나는 앉아서 지붕을 바라보는 시간을 보냈다.
자기혐오,나는 바보였고 그냥 바보였다.
자기혐오,나는 하루 종일 방에서 조용했다.
자책,"나는 말하지 않았다, 그러나 나는 계속 자신을 비난했다."
자책,나는 병원에 가야 할 정도로 슬프다.
자책,나는 죄책감을 표현하는 방법을 모른다.
자책,나의 잘못 때문에 웃는 것이 이상했다.
자책,그는 여전히 죄책감을 느낀다.
자책,그는 괜찮다고 말하고 계속해서 죄책감을 느낀다.
자책,"그것은 좋은 것처럼 보이지만, 그것은 완전히 잘못입니다."
자책,나는 스스로를 극복하고 싶지만 쉽지 않다.
자책,나는 고통을 겪고 아무 말도 하지 않는다.
자책,"솔직히 말하자면, 나는 나 자신에게 힘들다."
자책,그것은 눈물의 날과 같았다.
자책,하루 종일 기분이 좋지 않았다.
자책,어렵고 피곤한 이유가 없었다.
자책,당신의 마음은 복잡하고 복잡합니다.
